policy,abstain_fraction,kept_fraction,accuracy,set_size_lt
by_confidence,0.9336625514403292,0.06633744855967078,0.9106699751861043,
by_confidence,0.9334979423868313,0.06650205761316873,0.9108910891089109,
by_confidence,0.9333333333333333,0.06666666666666667,0.9111111111111111,
by_confidence,0.9331687242798354,0.0668312757201646,0.9113300492610837,
by_confidence,0.9330041152263374,0.06699588477366256,0.9115479115479116,
by_confidence,0.9328395061728395,0.0671604938271605,0.9117647058823529,
by_confidence,0.9326748971193416,0.06732510288065843,0.9119804400977995,
by_confidence,0.9325102880658436,0.06748971193415639,0.9121951219512195,
by_confidence,0.9323456790123457,0.06765432098765432,0.9124087591240876,
by_confidence,0.9321810699588478,0.06781893004115226,0.912621359223301,
by_confidence,0.9320164609053498,0.0679835390946502,0.9128329297820823,
